Protein Id,Gene Symbol,Description,Group ID,Set2 Peptides,Set2~rq_126_sn_sum,Set2~rq_127n_sn_sum,Set2~rq_127c_sn_sum,Set2~rq_128n_sn_sum,Set2~rq_128c_sn_sum,Set2~rq_129n_sn_sum,Set2~rq_129c_sn_sum,Set2~rq_130n_sn_sum,Set2~rq_130c_sn_sum,Set2~rq_131_sn_sum
sp|P33993|MCM7_HUMAN,MCM7,MCM7_HUMAN DNA replication licensing factor MCM7,3082,66,3508.15,4665.02,4111.3,5583.07,9368.53,5463.45,9533.8,5710.37,6658.77,5998.69
sp|Q8IWV8-4|UBR2_HUMAN,UBR2,UBR2_HUMAN Isoform 4 of E3 ubiquitin-protein ligase UBR2,3083,31,2370.19,3775.02,6199.29,2953.47,3729.36,2979.51,3199.42,2450.57,2805.87,4458.05
sp|Q04864|REL_HUMAN,REL,REL_HUMAN Proto-oncogene c-Rel,3084,13,488.817,2422.76,1156.21,3554.37,355.742,2138.04,1199.93,834.662,717.45,1224.48
sp|O14730|RIOK3_HUMAN,RIOK3,RIOK3_HUMAN Serine/threonine-protein kinase RIO3,3085,8,727.478,824.272,923.288,869.455,518.706,636.31,707.876,337.75,717.36,760.837
sp|Q07889|SOS1_HUMAN,SOS1,SOS1_HUMAN Son of sevenless homolog 1,3086,16,997.965,1779.61,1538.7,1824.03,1561.36,2292.17,1357.08,888.129,1352.49,1525.46
sp|Q07890|SOS2_HUMAN,SOS2,SOS2_HUMAN Son of sevenless homolog 2,3086,1,43.5498,43.9748,68.5451,40.0893,54.9979,36.097,38.3249,25.8814,30.3748,40.3305
sp|P23526|SAHH_HUMAN,AHCY,SAHH_HUMAN Adenosylhomocysteinase,3087,76,3934.06,8238.62,10750.9,7157.63,13441.5,4734.17,8517.66,2320.06,12107.2,6001.39
sp|O43865|SAHH2_HUMAN,AHCYL1,SAHH2_HUMAN Putative adenosylhomocysteinase 2,3087,19,1877.76,1562.48,1518.18,1412.4,2494.38,2081.23,2394.16,747.364,1728.42,1522.88
sp|Q96HN2|SAHH3_HUMAN,AHCYL2,SAHH3_HUMAN Putative adenosylhomocysteinase 3,3087,23,3928.02,2966.08,4299.42,3630.67,4789.62,3902.81,4770.7,1903.52,3765.84,2358.08
sp|Q13616|CUL1_HUMAN,CUL1,CUL1_HUMAN Cullin-1,3088,34,2279.39,4012.45,2731.8,6110.44,3716.25,3691.45,3695.9,2229.0,3856.97,3517.27
sp|Q8WU58|F222B_HUMAN,FAM222B,F222B_HUMAN Protein FAM222B,3089,1,68.4674,62.3118,52.8782,56.2869,62.4705,68.1377,59.8268,53.5074,77.5113,61.9698
sp|P51946|CCNH_HUMAN,CCNH,CCNH_HUMAN Cyclin-H,3090,7,527.347,751.499,396.111,1021.7,726.992,785.863,951.0,625.882,876.894,876.324
sp|P33992|MCM5_HUMAN,MCM5,MCM5_HUMAN DNA replication licensing factor MCM5,3091,68,3474.88,5280.56,4162.24,5730.68,9886.21,5775.17,9744.18,6281.67,6719.16,7099.76
sp|Q8N5G0|SMI20_HUMAN,SMIM20,SMI20_HUMAN Small integral membrane protein 20,3092,3,606.428,529.434,441.474,537.543,405.275,619.221,514.768,439.486,380.37,407.251
sp|P49736|MCM2_HUMAN,MCM2,MCM2_HUMAN DNA replication licensing factor MCM2,3093,69,4305.85,5288.54,4545.78,6725.22,10916.6,6265.42,11080.7,6815.05,7885.03,6698.3
sp|P62906|RL10A_HUMAN,RPL10A,RL10A_HUMAN 60S ribosomal protein L10a,3094,42,3821.26,5118.62,4934.84,6980.67,5410.55,5858.33,6953.81,5072.58,7431.5,5248.76
sp|Q96PD2-2|DCBD2_HUMAN,DCBLD2,"DCBD2_HUMAN Isoform 2 of Discoidin, CUB and LCCL domain-containing protein 2",3095,10,168.646,954.01,249.793,918.841,182.416,273.544,473.826,2006.2,1618.1,1214.29
sp|Q6V1X1|DPP8_HUMAN,DPP8,DPP8_HUMAN Dipeptidyl peptidase 8,3096,4,408.508,644.054,832.262,819.107,431.289,222.378,451.342,182.281,286.43,406.815
sp|Q86TI2-2|DPP9_HUMAN,DPP9,DPP9_HUMAN Isoform 2 of Dipeptidyl peptidase 9,3096,23,2233.39,5177.87,3651.46,3623.32,3149.07,1765.47,1521.26,1334.51,5567.0,3558.25
sp|Q8IXB1|DJC10_HUMAN,DNAJC10,DJC10_HUMAN DnaJ homolog subfamily C member 10,3097,27,2044.03,1818.89,4737.03,1376.34,3037.04,1990.44,2041.67,2199.04,1467.85,2097.9
sp|O95478|NSA2_HUMAN,NSA2,NSA2_HUMAN Ribosome biogenesis protein NSA2 homolog,3098,9,1477.65,1030.08,503.577,1257.2,772.86,831.91,1674.78,1146.59,1322.5,1528.73
sp|Q8WV99|ZFN2B_HUMAN,ZFAND2B,ZFN2B_HUMAN AN1-type zinc finger protein 2B,3099,5,459.868,1109.6,1019.7,810.938,1259.52,1643.03,884.475,581.386,811.615,679.723
sp|P08294|SODE_HUMAN,SOD3,SODE_HUMAN Extracellular superoxide dismutase [Cu-Zn],3100,5,65.95,63.9765,359.538,65.854,86.0241,77.0749,1974.91,189.145,72.4076,182.373
sp|P29692-2|EF1D_HUMAN,EEF1D,EF1D_HUMAN Isoform 2 of Elongation factor 1-delta,3101,69,7032.13,9439.91,8868.56,11452.9,7485.91,6610.85,4956.14,3846.21,5763.12,6623.51
sp|P24534|EF1B_HUMAN,EEF1B2,EF1B_HUMAN Elongation factor 1-beta,3101,44,1841.49,6371.46,4487.6,4523.63,4886.45,4401.68,3287.39,2193.59,5553.08,2654.17
sp|Q8N584|TT39C_HUMAN,TTC39C,TT39C_HUMAN Tetratricopeptide repeat protein 39C,3103,10,807.718,624.206,2887.87,638.348,662.007,688.274,945.364,796.814,633.877,678.204
sp|Q96IZ7|RSRC1_HUMAN,RSRC1,RSRC1_HUMAN Serine/Arginine-related protein 53,3104,9,1632.58,935.919,870.905,1448.58,1292.01,1415.06,1292.82,1239.12,993.505,1134.22
sp|Q9NPH3|IL1AP_HUMAN,IL1RAP,IL1AP_HUMAN Interleukin-1 receptor accessory protein,3105,15,2786.89,2369.01,620.578,795.288,997.773,1324.84,2173.56,2690.83,1877.82,1900.46
sp|O00519|FAAH1_HUMAN,FAAH,FAAH1_HUMAN Fatty-acid amide hydrolase 1,3106,13,4919.1,186.687,806.045,254.457,883.629,532.281,277.322,805.075,163.346,439.518
sp|Q96LA8|ANM6_HUMAN,PRMT6,ANM6_HUMAN Protein arginine N-methyltransferase 6,3107,1,51.4702,25.7017,13.2181,41.7513,51.4326,39.1091,11.3513,17.5761,47.1628,83.6217
sp|O60832|DKC1_HUMAN,DKC1,DKC1_HUMAN H/ACA ribonucleoprotein complex subunit 4,3108,43,5972.06,4815.61,6219.11,5074.99,9169.69,4916.66,5442.1,4120.88,5582.61,5579.3
sp|Q86SK9|SCD5_HUMAN,SCD5,SCD5_HUMAN Stearoyl-CoA desaturase 5,3109,4,569.261,189.382,196.578,66.9939,109.881,603.823,205.732,498.452,766.255,141.646
sp|Q8WWA1|TMM40_HUMAN,TMEM40,TMM40_HUMAN Transmembrane protein 40,3110,1,31.3281,4.83513,71.568,54.1568,15.6429,106.964,19.7112,101.952,418.475,48.4477
tr|C9JID5|C9JID5_HUMAN,TMEM40,C9JID5_HUMAN Transmembrane protein 40,3110,1,16.0695,4.78563,39.761,21.0088,3.14251,27.5117,0.0,83.2818,473.425,76.0532
sp|O15155|BET1_HUMAN,BET1,BET1_HUMAN BET1 homolog,3111,4,379.987,430.857,233.293,668.112,248.224,284.595,404.602,427.249,251.185,327.115
sp|Q96JK2|DCAF5_HUMAN,DCAF5,DCAF5_HUMAN DDB1- and CUL4-associated factor 5,3112,11,1048.64,450.002,1284.28,636.162,2212.82,440.397,770.042,348.004,582.031,792.177
sp|Q9H4B0|OSGP2_HUMAN,OSGEPL1,"OSGP2_HUMAN Probable tRNA N6-adenosine threonylcarbamoyltransferase, mitochondrial",3113,3,312.83,319.931,136.785,573.764,245.421,284.565,339.264,162.169,270.299,316.904
sp|Q7L775|EPMIP_HUMAN,EPM2AIP1,EPMIP_HUMAN EPM2A-interacting protein 1,3114,7,554.822,839.488,651.79,893.179,974.487,336.437,136.21,747.707,751.64,912.736
sp|Q86UD5|SL9B2_HUMAN,SLC9B2,SL9B2_HUMAN Mitochondrial sodium/hydrogen exchanger 9B2,3115,1,0.0,35.154,13.3591,18.0672,5.44697,29.3427,20.4931,26.8219,262.915,77.4523
sp|Q6ZSJ8|CA122_HUMAN,C1orf122,CA122_HUMAN Uncharacterized protein C1orf122,3116,3,194.106,260.699,329.758,265.558,427.927,734.931,286.219,121.213,359.33,245.722
sp|Q6VN20|RBP10_HUMAN,RANBP10,RBP10_HUMAN Ran-binding protein 10,3117,9,181.166,200.609,855.988,368.525,667.376,307.277,501.457,363.555,423.726,299.396
sp|Q96S59|RANB9_HUMAN,RANBP9,RANB9_HUMAN Ran-binding protein 9,3117,14,663.124,1065.71,1405.14,466.869,1527.27,1522.64,736.333,830.054,942.931,928.613
sp|P49748-3|ACADV_HUMAN,ACADVL,"ACADV_HUMAN Isoform 3 of Very long-chain specific acyl-CoA dehydrogenase, mitochondrial",3118,80,8514.95,14898.5,9099.62,14170.2,2780.09,10036.7,5780.93,24332.7,6680.19,11100.4
sp|Q9UKU6|TRHDE_HUMAN,TRHDE,TRHDE_HUMAN Thyrotropin-releasing hormone-degrading ectoenzyme,3119,3,95.319,136.08,123.299,271.957,126.632,216.971,145.953,4600.06,793.019,196.907
sp|Q13368|MPP3_HUMAN,MPP3,MPP3_HUMAN MAGUK p55 subfamily member 3,3120,1,161.669,11.2568,131.955,54.4116,6.45441,112.858,38.117,216.858,196.477,43.9995
sp|Q5T2T1|MPP7_HUMAN,MPP7,MPP7_HUMAN MAGUK p55 subfamily member 7,3120,15,1847.79,175.162,1710.76,430.459,173.212,1649.44,244.222,2896.91,2377.78,827.2
sp|Q9P0U4-2|CXXC1_HUMAN,CXXC1,CXXC1_HUMAN Isoform 2 of CpG-binding protein,3121,17,2146.33,1038.55,1585.94,1811.9,2005.7,1302.07,1310.78,1335.25,1317.39,1379.06
sp|P23786|CPT2_HUMAN,CPT2,"CPT2_HUMAN Carnitine O-palmitoyltransferase 2, mitochondrial",3122,32,7327.62,2958.52,4117.33,4210.39,6038.75,4400.34,3048.17,2301.08,1940.9,3028.71
sp|Q9Y5J7|TIM9_HUMAN,TIMM9,TIM9_HUMAN Mitochondrial import inner membrane translocase subunit Tim9,3123,5,1180.81,553.268,380.308,509.989,1015.65,767.478,465.145,374.206,488.434,817.105
sp|Q96AX1|VP33A_HUMAN,VPS33A,VP33A_HUMAN Vacuolar protein sorting-associated protein 33A,3124,14,1259.07,1323.31,1394.62,1435.0,1629.18,902.234,1309.14,999.123,1306.64,1175.46
sp|Q3KRA9-2|ALKB6_HUMAN,ALKBH6,ALKB6_HUMAN Isoform 2 of Alpha-ketoglutarate-dependent dioxygenase alkB homolog 6,3125,3,165.413,757.613,172.346,229.991,516.458,414.841,151.94,135.366,278.784,203.307
sp|Q9Y4A0|JERKL_HUMAN,JRKL,JERKL_HUMAN Jerky protein homolog-like,3126,1,18.6303,46.655,69.4552,81.6831,57.2228,130.645,87.8413,140.963,76.7226,100.619
sp|Q4W5G0|TIGD2_HUMAN,TIGD2,TIGD2_HUMAN Tigger transposable element-derived protein 2,3126,4,170.513,106.811,180.522,239.386,287.227,365.204,236.128,319.612,205.226,305.425
sp|Q8IX12|CCAR1_HUMAN,CCAR1,CCAR1_HUMAN Cell division cycle and apoptosis regulator protein 1,3127,55,11523.6,5542.35,6129.28,5351.75,9313.41,6677.87,8151.73,6608.23,5825.23,8342.01
sp|O00716|E2F3_HUMAN,E2F3,E2F3_HUMAN Transcription factor E2F3,3128,1,27.6412,53.0037,28.6475,25.9233,28.173,39.6333,45.8318,34.1924,38.9565,44.3212
sp|Q9P1Z2|CACO1_HUMAN,CALCOCO1,CACO1_HUMAN Calcium-binding and coiled-coil domain-containing protein 1,3129,12,564.158,859.149,495.057,454.686,365.068,1268.61,1070.4,674.731,5062.9,791.843
sp|Q92979|NEP1_HUMAN,EMG1,NEP1_HUMAN Ribosomal RNA small subunit methyltransferase NEP1,3130,17,1434.86,731.44,991.166,3672.42,778.557,821.708,3527.87,2257.13,3958.25,1917.75
sp|Q8WYQ5|DGCR8_HUMAN,DGCR8,DGCR8_HUMAN Microprocessor complex subunit DGCR8,3131,11,1974.21,1105.87,1341.55,832.116,1624.37,1336.68,1692.58,1430.74,844.06,1148.16
sp|Q5RKV6|EXOS6_HUMAN,EXOSC6,EXOS6_HUMAN Exosome complex component MTR3,3132,11,1288.73,965.804,744.513,1538.48,1461.51,890.815,1796.72,1140.88,1227.29,1401.14
sp|A8K2U0|A2ML1_HUMAN,A2ML1,A2ML1_HUMAN Alpha-2-macroglobulin-like protein 1,3133,20,133.345,187.476,500.106,134.121,188.293,759.956,342.733,23534.6,415.535,570.004
sp|Q9H267|VP33B_HUMAN,VPS33B,VP33B_HUMAN Vacuolar protein sorting-associated protein 33B,3134,14,1203.56,2014.48,1340.9,2850.31,1299.26,1217.52,1449.63,894.768,1467.06,1987.46
sp|Q14703|MBTP1_HUMAN,MBTPS1,MBTP1_HUMAN Membrane-bound transcription factor site-1 protease,3135,11,826.665,334.361,1076.32,393.78,699.148,692.076,645.915,1040.67,648.448,791.117
sp|Q8WUA8|TSK_HUMAN,TSKU,TSK_HUMAN Tsukushin,3136,2,868.178,259.232,787.48,165.226,891.047,242.164,189.998,598.746,223.366,282.053
sp|Q5T2W1|NHRF3_HUMAN,PDZK1,NHRF3_HUMAN Na(+)/H(+) exchange regulatory cofactor NHE-RF3,3137,10,4983.99,102.046,358.921,139.78,133.289,1194.19,280.526,212.593,166.8,431.402
sp|Q5EBL8-2|PDZ11_HUMAN,PDZD11,PDZ11_HUMAN Isoform 2 of PDZ domain-containing protein 11,3138,11,676.269,538.683,1567.37,1129.48,566.41,654.873,1170.27,1564.4,870.917,851.885
sp|P16104|H2AX_HUMAN,H2AFX,H2AX_HUMAN Histone H2AX,3139,48,6526.44,2994.05,3442.46,2393.57,4705.04,3812.69,4920.92,5151.41,3587.85,4846.25
sp|P20671|H2A1D_HUMAN,HIST1H2AD,H2A1D_HUMAN Histone H2A type 1-D,3139,2,703.176,189.274,266.923,172.953,424.178,333.288,556.289,361.945,226.546,250.579
sp|Q71UI9|H2AV_HUMAN,H2AFV,H2AV_HUMAN Histone H2A.V,3139,15,3251.37,1355.37,2421.64,1250.08,3454.09,2406.37,2762.29,2010.05,1566.71,2117.67
sp|P49796|RGS3_HUMAN,RGS3,RGS3_HUMAN Regulator of G-protein signaling 3,3140,18,1533.9,279.454,1251.22,721.345,4530.17,1185.18,888.314,941.934,434.028,787.26
sp|Q9Y5Y5-2|PEX16_HUMAN,PEX16,PEX16_HUMAN Isoform 2 of Peroxisomal membrane protein PEX16,3141,9,548.256,626.915,382.409,838.84,927.856,1080.39,275.004,495.299,503.006,618.13
sp|P13987|CD59_HUMAN,CD59,CD59_HUMAN CD59 glycoprotein,3142,11,295.221,345.311,149.207,613.411,260.185,1221.07,349.734,1670.7,1619.27,1210.84
sp|Q96BT3|CENPT_HUMAN,CENPT,CENPT_HUMAN Centromere protein T,3143,8,600.86,204.61,316.304,420.988,277.32,364.093,453.938,501.194,198.034,324.935
sp|O43826-2|G6PT1_HUMAN,SLC37A4,G6PT1_HUMAN Isoform 2 of Glucose-6-phosphate translocase,3144,6,862.868,353.65,1339.25,384.177,511.781,1403.49,881.681,739.941,718.016,800.958
sp|Q969N2|PIGT_HUMAN,PIGT,PIGT_HUMAN GPI transamidase component PIG-T,3145,18,2096.74,1047.7,1642.35,763.493,1438.96,922.848,1242.47,1135.18,943.345,1167.63
sp|Q9H582|ZN644_HUMAN,ZNF644,ZN644_HUMAN Zinc finger protein 644,3146,18,1998.11,436.572,860.609,474.717,1305.38,1544.23,2548.08,1255.84,1175.34,1242.51
sp|Q8NHH9|ATLA2_HUMAN,ATL2,ATLA2_HUMAN Atlastin-2,3147,29,2836.45,2008.44,2153.65,2325.46,1560.99,3063.0,2345.68,3695.33,1431.55,2498.85
sp|Q8WXF7|ATLA1_HUMAN,ATL1,ATLA1_HUMAN Atlastin-1,3147,10,509.983,1528.45,3349.76,130.481,200.355,344.774,200.866,1220.49,761.763,768.454
sp|Q6DD88|ATLA3_HUMAN,ATL3,ATLA3_HUMAN Atlastin-3,3147,46,10081.7,2528.62,2893.49,3081.06,4883.32,4544.67,2202.32,6175.84,4135.34,4287.4
sp|Q14558-2|KPRA_HUMAN,PRPSAP1,KPRA_HUMAN Isoform 2 of Phosphoribosyl pyrophosphate synthase-associated protein 1,3148,18,1011.88,2710.13,4762.91,2024.05,2769.48,3008.07,1671.63,1161.61,3318.4,1518.85
sp|O60256|KPRB_HUMAN,PRPSAP2,KPRB_HUMAN Phosphoribosyl pyrophosphate synthase-associated protein 2,3148,15,592.27,1891.98,1734.12,2274.82,1895.13,1402.46,1415.39,1074.95,1571.56,1111.33
sp|O75947|ATP5H_HUMAN,ATP5H,"ATP5H_HUMAN ATP synthase subunit d, mitochondrial",3149,25,6865.86,1539.61,2561.1,2370.5,3513.07,2014.15,3261.1,1556.36,2499.25,2154.66
sp|Q9BRJ2|RM45_HUMAN,MRPL45,"RM45_HUMAN 39S ribosomal protein L45, mitochondrial",3150,18,4499.08,1774.66,1709.73,1869.4,3154.12,2128.82,2471.9,3042.2,1702.12,2226.89
sp|A1A5C7|S22AN_HUMAN,SLC22A23,S22AN_HUMAN Solute carrier family 22 member 23,3151,4,380.584,1215.37,683.137,43.4669,475.012,556.747,356.706,292.797,60.7317,229.865
sp|Q9H2M3|BHMT2_HUMAN,BHMT2,BHMT2_HUMAN S-methylmethionine--homocysteine S-methyltransferase BHMT2,3152,3,11.8022,10.6329,15.7997,767.477,11.9643,30.0719,9.62531,8.69935,12.2953,0.0
sp|Q8IVL5|P3H2_HUMAN,LEPREL1,P3H2_HUMAN Prolyl 3-hydroxylase 2,3153,16,193.028,2306.62,194.34,335.005,226.627,777.797,2035.18,3726.52,4415.72,2573.65
sp|Q32P28|P3H1_HUMAN,LEPRE1,P3H1_HUMAN Prolyl 3-hydroxylase 1,3153,39,1360.17,9158.17,1162.2,3829.42,1478.31,2196.54,8286.25,1566.58,2546.46,3350.9
sp|Q9NR48|ASH1L_HUMAN,ASH1L,ASH1L_HUMAN Histone-lysine N-methyltransferase ASH1L,3154,11,1586.98,733.757,652.668,583.759,918.256,1229.67,677.215,1218.98,634.053,1139.24
sp|Q5T280|CI114_HUMAN,C9orf114,CI114_HUMAN Uncharacterized protein C9orf114,3155,11,1015.02,542.902,759.484,1740.42,838.291,873.085,1244.9,711.596,1044.56,1049.07
sp|O75648|MTU1_HUMAN,TRMU,MTU1_HUMAN Mitochondrial tRNA-specific 2-thiouridylase 1,3156,18,1829.43,638.678,1432.33,864.138,6159.84,1585.96,1427.91,1591.92,1377.86,1093.82
sp|Q9HC36|RMTL1_HUMAN,RNMTL1,RMTL1_HUMAN RNA methyltransferase-like protein 1,3157,6,362.103,336.029,386.07,646.837,299.547,397.211,602.11,914.138,454.144,451.855
sp|Q9Y2Q3|GSTK1_HUMAN,GSTK1,GSTK1_HUMAN Glutathione S-transferase kappa 1,3158,49,9116.77,5149.38,6144.17,6689.81,3194.66,10658.2,5056.94,16049.1,5837.11,5812.72
sp|Q16760|DGKD_HUMAN,DGKD,DGKD_HUMAN Diacylglycerol kinase delta,3159,2,46.2435,148.715,105.068,87.7313,192.529,93.483,88.6339,53.0252,96.9764,75.8313
sp|Q86XP1|DGKH_HUMAN,DGKH,DGKH_HUMAN Diacylglycerol kinase eta,3159,4,109.998,151.319,166.988,187.342,670.001,285.42,265.119,133.047,214.71,206.965
sp|P40227|TCPZ_HUMAN,CCT6A,TCPZ_HUMAN T-complex protein 1 subunit zeta,3160,62,4133.48,7613.08,6214.29,11512.9,6321.26,6535.05,6390.94,3732.86,5540.63,5611.38
sp|Q08431|MFGM_HUMAN,MFGE8,MFGM_HUMAN Lactadherin,3161,15,659.272,4838.03,646.964,959.669,296.865,2426.84,7895.38,1688.83,1960.98,2168.31
tr|F5H7N9|F5H7N9_HUMAN,MFGE8,F5H7N9_HUMAN Lactadherin short form,3161,1,12.1869,5.45262,3.53796,20.15,8.99761,8.05193,185.221,4.77515,96.0704,26.108
sp|Q7Z434|MAVS_HUMAN,MAVS,MAVS_HUMAN Mitochondrial antiviral-signaling protein,3162,24,4518.37,2466.31,1462.5,1234.83,1623.43,1883.17,1579.29,4150.68,1892.33,2508.13
sp|Q9H6K1|CF106_HUMAN,C6orf106,CF106_HUMAN Uncharacterized protein C6orf106,3163,6,137.769,473.037,452.851,285.098,372.295,611.31,285.376,212.75,631.221,362.709
sp|Q6W4X9|MUC6_HUMAN,MUC6,MUC6_HUMAN Mucin-6,3165,7,76.7938,53.7411,2602.55,71.8718,154.714,87.1339,86.9761,731.802,89.457,62.2324
sp|O43474|KLF4_HUMAN,KLF4,KLF4_HUMAN Krueppel-like factor 4,3166,2,81.5171,52.5238,621.727,1482.51,170.629,322.647,20.2451,373.876,284.598,548.741
sp|O15530|PDPK1_HUMAN,PDPK1,PDPK1_HUMAN 3-phosphoinositide-dependent protein kinase 1,3167,15,1220.69,1464.27,2813.68,2341.69,2092.36,864.47,1084.46,823.619,1765.7,1441.49
sp|P18124|RL7_HUMAN,RPL7,RL7_HUMAN 60S ribosomal protein L7,3168,32,2549.83,3420.07,3012.23,4063.35,3299.85,3573.34,4591.1,2870.7,4475.85,3668.26
sp|O94916-4|NFAT5_HUMAN,NFAT5,NFAT5_HUMAN Isoform D of Nuclear factor of activated T-cells 5,3170,9,204.332,688.105,342.385,231.379,223.783,439.202,586.265,841.338,1020.06,669.453
sp|O94916|NFAT5_HUMAN,NFAT5,NFAT5_HUMAN Nuclear factor of activated T-cells 5,3170,2,32.7911,121.795,77.2254,38.1211,50.5792,78.6597,119.52,168.071,222.439,95.2357
sp|P35268|RL22_HUMAN,RPL22,RL22_HUMAN 60S ribosomal protein L22,3171,26,2677.98,3542.96,2910.07,4193.86,3698.07,4026.0,2814.15,3270.61,5969.43,3643.69
sp|Q6P5R6|RL22L_HUMAN,RPL22L1,RL22L_HUMAN 60S ribosomal protein L22-like 1,3171,3,25.3945,44.3941,27.4888,416.588,82.4872,111.516,2325.35,97.232,41.6117,229.175
sp|Q68DK2|ZFY26_HUMAN,ZFYVE26,ZFY26_HUMAN Zinc finger FYVE domain-containing protein 26,3172,9,1358.55,396.053,906.338,102.864,2715.56,689.397,1245.0,1005.61,838.812,1187.09
sp|Q6P995|F171B_HUMAN,FAM171B,F171B_HUMAN Protein FAM171B,3172,2,151.005,193.6,33.5947,32.5488,16.8155,65.015,579.006,42.609,66.5359,78.5555
sp|P09455-3|RET1_HUMAN,RBP1,RET1_HUMAN Isoform 3 of Retinol-binding protein 1,3173,14,6781.39,1120.8,183.469,152.558,205.775,6641.85,771.576,2079.15,252.185,153.595
sp|P09455|RET1_HUMAN,RBP1,RET1_HUMAN Retinol-binding protein 1,3173,5,1742.79,212.004,51.9334,51.8638,62.2296,1471.74,134.124,338.643,67.2056,38.9055
sp|O60674|JAK2_HUMAN,JAK2,JAK2_HUMAN Tyrosine-protein kinase JAK2,3174,2,138.401,135.414,46.9357,103.838,30.5756,64.8538,47.9314,112.886,54.799,70.6332
sp|Q8IYT2|CMTR2_HUMAN,CMTR2,CMTR2_HUMAN Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 2,3175,7,319.042,497.837,1223.73,498.574,619.548,474.752,618.151,615.209,636.588,462.272
sp|O94854|K0754_HUMAN,KIAA0754,K0754_HUMAN Uncharacterized protein KIAA0754,3176,9,159.444,930.974,308.476,1029.58,129.072,1205.67,311.172,1121.55,2201.12,755.447
sp|O60244|MED14_HUMAN,MED14,MED14_HUMAN Mediator of RNA polymerase II transcription subunit 14,3177,24,2009.49,1852.22,1871.14,1769.94,1659.28,1628.29,1858.63,2347.38,1648.54,1684.55
sp|Q07912|ACK1_HUMAN,TNK2,ACK1_HUMAN Activated CDC42 kinase 1,3179,5,374.381,241.972,488.91,208.439,631.942,196.069,233.155,442.509,419.953,349.737
tr|A6NF51|A6NF51_HUMAN,BPNT1,"A6NF51_HUMAN 3'(2'),5'-bisphosphate nucleotidase 1",3180,1,106.187,45.4813,43.7697,85.3659,146.332,51.2491,40.3125,26.7482,37.6023,53.3451
sp|O95861|BPNT1_HUMAN,BPNT1,"BPNT1_HUMAN 3'(2'),5'-bisphosphate nucleotidase 1",3180,22,2287.07,2824.8,2722.02,3235.39,5945.92,3346.16,866.149,762.951,1456.46,1895.82
sp|Q14767|LTBP2_HUMAN,LTBP2,LTBP2_HUMAN Latent-transforming growth factor beta-binding protein 2,3181,4,82.6378,141.714,47.1968,47.6494,38.7424,55.1554,126.219,464.104,48.7529,135.103
sp|Q9H116|GZF1_HUMAN,GZF1,GZF1_HUMAN GDNF-inducible zinc finger protein 1,3183,5,736.065,383.498,315.587,305.472,443.105,328.619,394.58,292.814,333.973,454.908
sp|P18887|XRCC1_HUMAN,XRCC1,XRCC1_HUMAN DNA repair protein XRCC1,3184,19,2540.64,965.16,1686.75,1189.5,2399.88,1629.81,2026.35,1436.18,1266.03,1307.39
sp|Q12770|SCAP_HUMAN,SCAP,SCAP_HUMAN Sterol regulatory element-binding protein cleavage-activating protein,3185,8,1499.47,305.934,596.726,504.66,1077.96,676.485,957.829,712.166,628.074,770.073
sp|Q13671|RIN1_HUMAN,RIN1,RIN1_HUMAN Ras and Rab interactor 1,3186,9,187.299,531.932,163.601,3341.2,954.802,850.02,301.691,334.634,949.848,875.5
sp|O75970|MPDZ_HUMAN,MPDZ,MPDZ_HUMAN Multiple PDZ domain protein,3187,27,4950.72,3624.31,1043.5,1993.45,811.631,1459.31,4530.63,3188.06,2142.41,2733.29
sp|Q8NI35|INADL_HUMAN,INADL,INADL_HUMAN InaD-like protein,3187,42,3515.12,548.026,3787.89,2544.78,8201.49,7266.95,4178.24,5501.26,760.113,3847.03
sp|O75385|ULK1_HUMAN,ULK1,ULK1_HUMAN Serine/threonine-protein kinase ULK1,3188,3,250.441,498.866,819.35,215.555,361.507,275.723,306.952,322.549,247.461,348.805
sp|P51116|FXR2_HUMAN,FXR2,FXR2_HUMAN Fragile X mental retardation syndrome-related protein 2,3189,38,2132.78,3473.11,2281.9,4891.2,1692.41,2028.85,1923.79,2794.97,2657.75,2327.59
sp|P51114|FXR1_HUMAN,FXR1,FXR1_HUMAN Fragile X mental retardation syndrome-related protein 1,3189,50,3005.24,5048.07,3789.83,4326.25,4654.31,2927.01,4938.95,5828.24,5575.13,6544.7
sp|P51114-2|FXR1_HUMAN,FXR1,FXR1_HUMAN Isoform 2 of Fragile X mental retardation syndrome-related protein 1,3189,2,167.412,245.311,181.215,251.507,207.204,113.875,218.216,277.242,225.427,259.592
sp|Q06787-6|FMR1_HUMAN,FMR1,FMR1_HUMAN Isoform 5 of Fragile X mental retardation protein 1,3189,33,3428.42,2212.39,2533.12,1891.29,4090.93,4764.47,1758.47,2661.14,1833.29,1646.81
sp|Q06787-8|FMR1_HUMAN,FMR1,FMR1_HUMAN Isoform 8 of Fragile X mental retardation protein 1,3189,4,510.399,261.76,326.081,235.124,546.8,711.37,278.652,374.511,251.079,160.663
sp|Q9BZ67|FRMD8_HUMAN,FRMD8,FRMD8_HUMAN FERM domain-containing protein 8,3190,13,368.136,739.139,719.817,703.788,659.34,878.141,748.2,1116.91,562.601,680.881
sp|Q9H0W8|SMG9_HUMAN,SMG9,SMG9_HUMAN Protein SMG9,3191,13,329.687,557.335,1044.44,495.123,391.629,1075.32,554.5,498.063,528.848,601.321
